acc,name,length,n_conf,max_over_mean,plasticity_pct,plasticity_band,l2_delta_max,l2_delta_mean,l2_delta_max_resid,ens_spread_mean,cos_max,cos_mean,peak_localization,compartment,is_soluble
Q16082,HSPB2_HUMAN,182,5,1.2746997344097633,68.0946912816889,moderate,826.299761018966,648.230903884436,-7.111932305258279,11.409960665793616,0.8194168952228819,0.5805257033565484,2.4719407529231447,soluble,True
P47897,SYQ_HUMAN,775,5,1.2746504803628502,68.08585813974031,moderate,872.283543553762,684.331553622588,-38.62140818987393,12.003620465438445,0.8335723997909262,0.6741772245051365,2.8252321446259248,soluble,True
Q92674,CENPI_HUMAN,756,5,1.274642631508331,68.07702499779171,moderate,875.3670199501192,686.7548584288216,-33.05501120335009,12.068740065345551,0.8671769341958615,0.6755554017654302,3.1057077571927794,soluble,True
Q8ND82,Z280C_HUMAN,737,5,1.2745826136241605,68.06819185584312,moderate,876.0250151370959,687.303440178682,-29.914095426206813,11.90518171485312,0.8043647849920124,0.6568617636211215,3.166477180974232,soluble,True
Q15717,ELAV1_HUMAN,326,5,1.2745494819696004,68.05935871389454,moderate,840.2496973560728,659.2523156153457,-11.979920440993396,10.986055338935907,0.798848995764868,0.6306743940369043,3.150691152642556,soluble,True
P45985,MP2K4_HUMAN,399,5,1.274546549542434,68.05052557194594,moderate,807.232543984042,633.34881277782,-54.53671608050672,10.598082994960595,0.7665650050671127,0.5633052463550653,3.065491483394312,soluble,True
Q9ULT0,TTC7A_HUMAN,858,5,1.27452590438522,68.04169242999734,moderate,831.4322024965318,652.3462564664833,-90.31919182520062,11.978338041336189,0.8477178457196867,0.640172384587119,3.785088571882186,soluble,True
Q9ULW6,NP1L2_HUMAN,460,5,1.2744968858048689,68.03285928804877,moderate,897.084483664961,703.8734214694928,27.343741705666844,11.525208688817704,0.9152066973750228,0.6831025981674409,2.500074512370862,soluble,True
Q01130,SRSF2_HUMAN,221,5,1.274436018251739,68.02402614610017,moderate,875.5990463431699,687.0482580545984,37.0908318075509,11.4681685648768,0.7498721997877567,0.6199545353879241,2.62165517618276,soluble,True
Q9UKL0,RCOR1_HUMAN,485,5,1.2744359366062656,68.01519300415157,moderate,899.3404030497933,705.6772154773035,26.33266031396397,11.121092956571765,0.7926317437338152,0.6688836771810729,3.2764208925540252,soluble,True
Q3SXZ7,TTLL9_HUMAN,439,5,1.2743811521217787,68.00635986220298,moderate,813.5320279614781,638.3741838975843,-53.464433345526686,11.747815426470158,0.8212085513336979,0.6013030821033359,3.6912550755825486,soluble,True
Q6P3W7,SCYL2_HUMAN,929,5,1.274376685029591,67.9975267202544,moderate,899.3130025334582,705.6885245129087,-31.716673993633776,12.113381036396913,0.8963619719843077,0.698833267505809,3.0532592738569,soluble,True
P42566,EPS15_HUMAN,896,5,1.2743316967664389,67.9886935783058,moderate,1052.2742119285442,825.7459298841658,125.55697642647851,11.99994535479926,0.8943273164351818,0.7516038826211772,2.71880505047057,soluble,True
A6NJJ6,CS067_HUMAN,358,5,1.2743310495505868,67.97986043635721,moderate,880.535680027549,690.9787533912869,24.12430123651791,11.227652549819869,0.7929047788513626,0.6552161599053629,3.49721279227861,soluble,True
Q9Y6Q1,CAN6_HUMAN,641,5,1.2743296712946093,67.97102729440863,moderate,822.2070880657602,645.2075209307449,-71.18673951564779,11.499610997112848,0.7935148590252679,0.623808041388015,3.879595142211616,soluble,True
Q9UQM7,KCC2A_HUMAN,478,5,1.274329083335861,67.96219415246003,moderate,838.2117118313298,657.7670735065043,-33.88127068706967,11.932473681146476,0.8229101605568083,0.6430123655789223,3.474375528891482,soluble,True
P0C1H6,H2BFM_HUMAN,154,5,1.2742807068618611,67.95336101051144,moderate,855.9909667690574,671.7444297464178,26.238314314552326,8.621050702442757,0.7996511699649143,0.561438033863902,2.801054184081812,soluble,True
O75679,RFPL3_HUMAN,317,5,1.2742659394314844,67.94452786856284,moderate,838.638939171627,658.1349412388067,-12.414558345886576,9.5741665963767,0.8070732082385458,0.596515433571858,3.3472987239456917,soluble,True
Q13616,CUL1_HUMAN,776,5,1.2742641941192303,67.93569472661426,moderate,872.33056291986,684.5759042311781,-38.70506885483735,11.602885801071618,0.8492957034331952,0.663420990893582,4.206401814384987,soluble,True
P25440,BRD2_HUMAN,801,5,1.2742503388932256,67.92686158466566,moderate,908.2525510910916,712.774031418895,-6.0500814601407455,11.63897108296534,0.8526022861223206,0.6838594159367929,2.528742760257399,soluble,True
P35326,SPR2A_HUMAN,72,5,1.2741909009343233,67.91802844271707,moderate,901.7954622017514,707.7396813454087,82.75857229428141,7.935212679266385,0.768690069067685,0.5723239986391911,2.735030564425742,soluble,True
Q9NVC6,MED17_HUMAN,651,5,1.2741854298436677,67.90919530076849,moderate,888.2953113898625,697.1475976597653,-6.4053165021596215,12.245942098901644,0.8388955432711156,0.6884972675681779,3.1427576651853464,soluble,True
Q8TDG4,HELQ_HUMAN,1101,5,1.27407373383717,67.90036215881989,moderate,886.0220551410745,695.4244731749853,-67.48458672857873,12.105805625431234,0.856526304793839,0.6839842816041819,2.737560492053557,soluble,True
P49759,CLK1_HUMAN,484,5,1.2740142714194946,67.8915290168713,moderate,803.5727448352093,630.7407717957525,-69.30431786955853,11.348556942432818,0.7870664745469311,0.5823875708164064,2.4959474483194453,soluble,True
O43402,EMC8_HUMAN,210,5,1.274000700311131,67.8826958749227,moderate,791.8447691891689,621.5418633557374,-45.22596500477471,11.353543382240131,0.765927726390672,0.5669853774724509,3.451582039962467,soluble,True
Q14011,CIRBP_HUMAN,172,5,1.2739882683557429,67.87386273297412,moderate,841.8903824705972,660.8305613017133,9.785489456986852,10.681906755077014,0.6929056870188142,0.5618299233600124,2.7350917007411346,soluble,True
P43363,MAGAA_HUMAN,369,5,1.2739492362904576,67.86502959102553,moderate,844.7765686704485,663.1163507967026,-13.072290462258138,11.801832194023415,0.7812770550065048,0.6189558916960204,2.376691183095947,soluble,True
Q03111,ENL_HUMAN,559,5,1.2739287128045154,67.85619644907693,moderate,972.5848766891934,763.4531405974856,89.90681165482033,11.588837556740623,0.8616493971355176,0.7128015993000482,1.891981317914634,soluble,True
P07101,TY3H_HUMAN,528,5,1.2738987943104754,67.84736330712835,moderate,816.4613576906239,640.9154018638325,-62.16562638084565,11.570135979316843,0.8272793099223525,0.6133252541596421,3.1710112936418255,soluble,True
P00966,ASSY_HUMAN,412,5,1.2738934231681862,67.83853016517976,moderate,805.0539599539388,631.9633536928759,-58.41414051440802,11.445610295942515,0.8158454246796096,0.601101070613472,4.237686817666389,soluble,True
Q8WVS4,DC2I1_HUMAN,1066,5,1.2738645800528388,67.82969702323116,moderate,923.0565687486052,724.6112210051743,-25.876272033899,12.23262013764779,0.8542947379639257,0.6984547252918857,2.2404938845735187,soluble,True
Q9UPW0,FOXJ3_HUMAN,622,5,1.2738353848342652,67.82086388128256,moderate,917.5268797718068,720.2868523627247,26.61597278056547,11.84027360682192,0.8434375043794031,0.6852485951091826,4.018733237009832,soluble,True
Q86VP6,CAND1_HUMAN,1230,5,1.2738273379468703,67.81203073933398,moderate,855.4657422142485,671.5711907956045,-114.89862366232558,11.892106917566062,0.8616464245669468,0.6560120335818901,4.388972333579654,soluble,True
A0A3B3IRV3,MCTS2_HUMAN,181,5,1.2738121504110658,67.80319759738539,moderate,763.2119235695415,599.1557886474668,-70.06908972362146,11.340586130729662,0.8096373915485378,0.5384122682702506,5.2274089825442465,soluble,True
Q8ND30,LIPB2_HUMAN,876,5,1.273789020432882,67.79436445543679,moderate,967.2096863758107,759.3170225677109,43.10605149497326,12.349360176768354,0.8484522059517529,0.7167965904900253,2.3689964069494285,soluble,True
Q96EN9,REX1B_HUMAN,201,5,1.2737432520733187,67.7855313134882,moderate,772.6454294522742,606.5943259705888,-63.24918446211677,10.795511371225372,0.6902815215464693,0.5168593092902742,3.15711472130294,soluble,True
P42025,ACTY_HUMAN,376,5,1.2737352353528832,67.77669817153962,moderate,806.9480182579879,633.5288495282557,-51.81560109214854,10.433411615990083,0.8225722010573185,0.6042234200820941,4.02590719937202,soluble,True
Q6B0B8,TIGD3_HUMAN,471,5,1.2737286119211024,67.76786502959102,moderate,847.6636235881112,665.4978271300258,-23.5145987128584,11.984993275569948,0.8377057373262426,0.6460490001772639,3.418557236232898,soluble,True
B4DXR9,ZN732_HUMAN,585,5,1.2737253835425857,67.75903188764244,moderate,869.4554089208616,682.6082137904717,-16.620336921107878,10.835459755031073,0.8033882465290636,0.6408910501238134,4.077006308045853,soluble,True
A0A1B0GTH9,ZN475_HUMAN,108,5,1.2737234242473023,67.75019874569385,moderate,786.2525838774851,617.2867428742168,-37.488787148195456,7.626497820456336,0.6757809361798816,0.4915952497829792,4.442072906547782,soluble,True
Q8TAC1,RFESD_HUMAN,157,5,1.273652555912263,67.74136560374525,moderate,766.2965391436054,601.6527314181585,-63.84815340408386,8.574659272872468,0.6736242271583631,0.4941405206818247,3.915755495674807,soluble,True
O95455,TGDS_HUMAN,350,5,1.2736258555243771,67.73253246179665,moderate,793.1128336146301,622.7204246625599,-62.25310492790982,10.934232157720968,0.733251689675677,0.5730970776095188,3.845961423336552,soluble,True
Q9H116,GZF1_HUMAN,711,5,1.2736040825711308,67.72369931984808,moderate,910.0285388142358,714.5301677863749,7.487109058529654,11.820169958723334,0.8633303542287736,0.6981742232129045,3.2233569457586335,soluble,True
Q8TAU3,ZN417_HUMAN,575,5,1.2735039397742738,67.71486617789948,moderate,872.0536691716557,684.7671545680118,-12.715276359699828,12.028485721327035,0.7865078425895726,0.6543003893998857,3.497389263647249,soluble,True
A0A1B0GWH4,HSFX3_HUMAN,333,5,1.273483119488324,67.70603303595088,moderate,908.6563233849628,713.5205088142673,55.51194537046672,11.931105529495987,0.8923501880251276,0.6721541522264339,2.197458037191387,soluble,True
Q8TE04,PANK1_HUMAN,598,5,1.2734703136401084,67.6971998940023,moderate,843.4281686374311,662.3068944774133,-44.34641760833665,11.88762331293874,0.8063373724653342,0.6326397947706434,2.9920854999619046,soluble,True
P43490,NAMPT_HUMAN,491,5,1.2734698203584416,67.68836675205371,moderate,817.8661570475401,642.2344243824036,-55.92566587465751,11.409105833242153,0.8276377067082337,0.6329721459675676,4.659700182896972,soluble,True
Q5T7N3,KANK4_HUMAN,995,5,1.2733651859078492,67.67953361010511,moderate,913.1080095310266,717.0825931437339,-26.54654904611789,11.676275108094156,0.8452913490329307,0.6909274268658185,2.430422220809126,soluble,True
P0DX52,GOG8F_HUMAN,636,5,1.2733547632028517,67.67070046815653,moderate,1009.4899234552636,792.7797913244807,116.7494960291624,12.000126463890329,0.9223549439556183,0.7390785596179187,3.787492998047087,soluble,True
Q8NDF8,PAPD5_HUMAN,572,5,1.273330695682286,67.66186732620794,moderate,846.1201019324161,664.4936031152286,-38.256803505755215,11.957424635035048,0.8308990974472387,0.655943412656083,2.756485634732655,soluble,True
Q96EK7,F120B_HUMAN,910,5,1.2732645800347422,67.65303418425934,moderate,889.176830031596,698.3441179256401,-39.36992590532941,11.966153619654774,0.8472871654457481,0.682953861992303,3.484900283572707,soluble,True
Q9Y4E8,UBP15_HUMAN,981,5,1.273261030381873,67.64420104231075,moderate,858.4121177971601,674.1839240445726,-79.4129203451248,11.833912617329473,0.8757071482394349,0.6743770255011577,3.2403371379547803,soluble,True
O94972,TRI37_HUMAN,964,5,1.273233283180255,67.63536790036216,moderate,958.767379818846,753.0178424355857,23.16390220460505,11.810875460403436,0.8900240887168738,0.7252164249262167,3.1479566264431487,soluble,True
P53814,SMTN_HUMAN,917,5,1.2731593834081398,67.62653475841357,moderate,976.8915054379358,767.2971021284129,47.42998928358077,12.478676346644647,0.8696078726560446,0.7362539042456087,3.293547243905279,soluble,True
Q16630,CPSF6_HUMAN,551,5,1.2731343199096743,67.61770161646497,moderate,920.274105269827,722.8413301542644,38.6414804839452,11.242323433174288,0.8346621900830831,0.6684127799088257,2.9441939660075973,soluble,True
O75414,NDK6_HUMAN,186,5,1.2731230706088847,67.60886847451638,moderate,744.6236906201536,584.8795829791666,-89.31072282831633,9.831242139008536,0.6501747201477674,0.4857173430589674,4.512487152530252,soluble,True
Q460N3,PAR15_HUMAN,678,5,1.2731126144642686,67.6000353325678,moderate,849.0359738680573,666.8977781074476,-49.19301486262259,11.994164982450512,0.8109074081916298,0.6440234322567296,2.918249753053897,soluble,True
Q8IYT3,CC170_HUMAN,715,5,1.2731119043943673,67.5912021906192,moderate,1144.4423634996172,898.9330470857291,241.3782136196653,11.887974391043029,0.8758590730596015,0.7771814465007791,2.8326716510394783,soluble,True
Q14679,TTLL4_HUMAN,1199,5,1.2730616980649434,67.58236904867061,moderate,948.2790729627164,744.8806875604141,-18.034211950954273,11.67739510314613,0.9179658893890232,0.7279822021679544,1.985756044063964,soluble,True
O95983,MBD3_HUMAN,291,5,1.2730384161910289,67.57353590672203,moderate,840.6379536348546,660.3398160982423,-7.017863075062564,11.597382389225608,0.7483868451355121,0.6015025314440422,4.184073598571981,soluble,True
Q9NSK0,KLC4_HUMAN,619,5,1.2730373785451403,67.56470276477343,moderate,837.5521896164961,657.91641606973,-52.96667728156115,11.976471397802506,0.8419767946500395,0.6324404236271078,2.859298691547417,soluble,True
Q8NB14,UBP38_HUMAN,1042,5,1.273021856273,67.55586962282484,moderate,882.742385574406,693.4228043480099,-63.05413446262446,12.321542492789607,0.8542741222424532,0.6764653520750439,2.473322041301749,soluble,True
Q8N128,F177A_HUMAN,213,5,1.2729364135798964,67.54703648087624,moderate,878.7079556606035,690.2999602219943,41.2451813734757,9.780635144028958,0.8449217385669383,0.6158331896476033,3.051906146873162,soluble,True
Q8IUC6,TCAM1_HUMAN,712,5,1.2729100221877203,67.53820333892766,moderate,884.7944569119821,695.095836695538,-17.87765287478544,11.78993125493276,0.8211552308836826,0.656281160962451,2.308764984260189,soluble,True
Q9Y2P7,ZN256_HUMAN,627,5,1.2728881494118154,67.52937019697907,moderate,909.042556624416,714.1574513386739,17.47824947786762,11.555578873277794,0.8701747392169374,0.6767839563475916,2.2527458706511267,soluble,True
P15170,ERF3A_HUMAN,499,5,1.2728851793056193,67.52053705503047,moderate,837.3962551463478,657.8725785792313,-37.441008024341045,11.7446176129685,0.841319061779741,0.642328175736316,2.9645053446068843,soluble,True
Q9NQ89,FERY3_HUMAN,552,5,1.2728610319114206,67.51170391308189,moderate,860.4244929284796,675.9767730772077,-21.338811888463624,11.533974212053131,0.9123612581998544,0.6637578002280214,2.909051698685917,soluble,True
Q8IXS8,HYCC2_HUMAN,530,5,1.2728428616564942,67.50287077113329,moderate,879.9305540416711,691.3112219486742,1.042209908078803,11.818617825896704,0.8188049825254355,0.6631528484503563,2.6405995487308043,soluble,True
Q04864,REL_HUMAN,619,5,1.2728296372548036,67.4940376291847,moderate,938.9177890077196,737.66179033313,48.39892210966241,11.239290632777198,0.9077742668979876,0.7100809880292689,2.4114831444185287,soluble,True
O43390,HNRPR_HUMAN,633,5,1.272808431250758,67.4852044872361,moderate,860.3042863005269,675.9102667585679,-32.044101032389904,11.806470322390217,0.8628332214301278,0.6565844791538481,3.3822673877227043,soluble,True
Q96RU7,TRIB3_HUMAN,358,5,1.272793587809179,67.47637134528752,moderate,816.5023942810892,641.5041701186108,-39.90898450994189,11.167053354094078,0.7940343395954628,0.5906318933542342,2.3791358636138606,soluble,True
Q16589,CCNG2_HUMAN,344,5,1.272788116356255,67.46753820333893,moderate,798.0115603969658,626.9791099874856,-56.57029795920573,11.22307993360454,0.7808938402702745,0.5770665195918374,2.7814196273597274,soluble,True
Q9UQ07,MOK_HUMAN,419,5,1.2727874898049476,67.45870506139033,moderate,836.648121524481,657.3352804178041,-27.734739161295693,11.619935263846846,0.814152264829709,0.6272800075993112,3.0088918454510805,soluble,True
Q96GM5,SMRD1_HUMAN,515,5,1.2727564182896005,67.44987191944175,moderate,911.2388707120044,715.957002939576,34.31072704433302,11.862826473497307,0.9040665460218592,0.7015407343380422,3.2169742321281993,soluble,True
P27694,RFA1_HUMAN,616,5,1.2727451500947538,67.44103877749316,moderate,837.3667603270916,657.9217844699532,-52.76006647778138,11.370059650856266,0.8381660018352606,0.6485439327080936,3.8433120695330216,soluble,True
P08133,ANXA6_HUMAN,673,5,1.2727335582009849,67.43220563554456,moderate,838.8144467323216,659.0652390094257,-58.76114184305129,11.76274742843515,0.8075538330710963,0.6342177741541011,4.040339374657909,soluble,True
Q8WUA4,TF3C2_HUMAN,911,5,1.2726496481276437,67.42337249359596,moderate,888.4088206850255,698.0780782761412,-40.268615282961264,11.815021424219738,0.830998918581721,0.6925073380587391,2.967234092709912,soluble,True
P51808,DYLT3_HUMAN,116,5,1.272597074905388,67.41453935164739,moderate,796.9967412667203,626.2757922217453,-27.790070007451504,7.485829160346802,0.6622069742769052,0.500859935766002,4.099717037800457,soluble,True
P51178,PLCD1_HUMAN,756,5,1.2725769821143358,67.40570620969879,moderate,852.3950425474366,669.8180577884913,-56.02698860603277,12.084152564456613,0.8396983952250706,0.6704989410500384,3.0402373732490884,soluble,True
Q1L5Z9,LONF2_HUMAN,754,5,1.2725479715028487,67.39687306775019,moderate,890.7556701962886,699.9780677368532,-17.405000895057924,11.634032718956012,0.8441171385510806,0.6842623390150206,3.090476600075236,soluble,True
Q14194,DPYL1_HUMAN,572,5,1.2725342964177728,67.3880399258016,moderate,818.8867131186931,643.5085603764193,-65.49019231947818,11.589207892286362,0.8453751996842337,0.6238556958284074,3.107042986513114,soluble,True
Q68G74,LHX8_HUMAN,356,5,1.2725315145679803,67.37920678385302,moderate,834.5805440206312,655.8427311740846,-21.569474708277085,11.433717403866003,0.7528717816863355,0.5965631835824048,2.92342753442436,soluble,True
Q92696,PGTA_HUMAN,567,5,1.272525967968868,67.37037364190442,moderate,836.5483419256498,657.391961328402,-47.1751633572145,11.483990986263002,0.8127534329605928,0.6469513876481857,4.077073188613874,soluble,True
P38919,IF4A3_HUMAN,411,5,1.2724978610407476,67.36154049995584,moderate,806.9864466673497,634.1750908768216,-56.35097376993576,11.326075571902336,0.766444505055164,0.6119915082312851,4.742768878909643,soluble,True
Q6DN90,IQEC1_HUMAN,963,5,1.2724803958083877,67.35270735800725,moderate,884.2941282613896,694.9373296225428,-51.17866932179004,12.052484738576648,0.8499276714697754,0.6828930251649155,2.8454708778780495,soluble,True
Q9BRQ4,CF300_HUMAN,267,5,1.2724565241559265,67.34387421605865,moderate,839.188530049729,659.5027131517326,-5.330965914714511,11.337800761625768,0.7785328205547544,0.6162893890508298,4.003050042075619,soluble,True
Q9BXV9,GON7_HUMAN,100,5,1.272429648613009,67.33504107411005,moderate,836.4680741327554,657.3786417530127,13.772143355566072,7.946893729822433,0.7448197767556473,0.537816688254594,2.18413146372642,soluble,True
Q5VUR7,A20A3_HUMAN,823,5,1.2724135984483,67.32620793216148,moderate,1059.947924374266,833.0215314152514,142.77033113968264,11.711481569726304,0.9157106848356514,0.7779188487263242,4.105542484981536,soluble,True
A2RU54,HMX2_HUMAN,273,5,1.2724080628589345,67.31737479021288,moderate,858.8228025305973,674.9586297022217,13.519226379785325,11.075406415109669,0.7956449068404704,0.6210188227240486,3.299249362070989,soluble,True
Q9NZL3,ZN224_HUMAN,707,5,1.2723982236822688,67.30854164826428,moderate,946.2986824242184,743.7126717171893,44.2799727927578,11.511578334912327,0.8782139263106243,0.7023713254749884,2.858759499733732,soluble,True
Q96SR6,ZN382_HUMAN,550,5,1.272388962063001,67.2997085063157,moderate,877.7570735072385,689.8496447837819,-3.744871247581955,11.516917207467529,0.8051956919746648,0.6637864005616283,3.2049663005465976,soluble,True
O60216,RAD21_HUMAN,631,5,1.2723529176273822,67.29087536436711,moderate,943.2899257381068,741.3744352438257,51.20289846731271,11.49729603446159,0.8549964282031641,0.7015727014992666,2.3746478446213786,soluble,True
Q96FI4,NEIL1_HUMAN,390,5,1.272317768583823,67.28204222241851,moderate,824.1617924213642,647.76411425696,-36.43134736363186,11.138651632964722,0.7527130998167456,0.584282478151664,2.770292613793938,soluble,True
Q6NSI8,SANBR_HUMAN,718,5,1.272271655553544,67.27320908046993,moderate,892.4899364826216,701.4932169443341,-10.966253490514418,11.680753534030076,0.8232225844638993,0.6739559565250103,2.5560723537145704,soluble,True
Q6P1X5,TAF2_HUMAN,1199,5,1.272231861158306,67.26437593852134,moderate,886.1414603574507,696.5251283279364,-80.17182455621992,11.728795872704268,0.8626910992012945,0.6864273013928179,3.1460411239486477,soluble,True
P61296,HAND2_HUMAN,217,5,1.2722072133878737,67.25554279657274,moderate,874.9672679196269,687.7553111716185,36.98177350825347,10.468443264013125,0.739661294639995,0.6093074509223942,2.8438915836266587,soluble,True
Q9BPX1,DHB14_HUMAN,270,5,1.2721563716564657,67.24670965462415,moderate,774.7992786747483,609.044057740021,-70.11225738287942,10.936646235139172,0.7283666038669894,0.5460373293275349,4.926066957329355,soluble,True
Q8N988,ZN557_HUMAN,423,5,1.272141048486786,67.23787651267556,moderate,923.7062837701484,726.1036697680862,58.80070296012593,10.886059944382614,0.8455398100372535,0.6875658224755394,3.4395921955421485,soluble,True
Q9Y608,LRRF2_HUMAN,721,5,1.272133588734253,67.22904337072697,moderate,1052.6112000616558,827.4376287066756,148.76296999533565,11.845918454567684,0.8630428603512819,0.7405535656164427,4.078673177289278,soluble,True
Q16644,MAPK3_HUMAN,382,5,1.2721311424317387,67.22021022877837,moderate,810.3058610825293,636.9672387174794,-49.24183845397545,11.132087638406034,0.7872543857570411,0.6142252689333937,2.7697679642931603,soluble,True
Q9BZ71,PITM3_HUMAN,974,5,1.2721049252990215,67.21137708682978,moderate,866.9789125066548,681.5309769369771,-69.93136541820036,12.18074040907154,0.8465622944766991,0.6797392145466505,2.8476074862618717,soluble,True
Q9UPU7,TBD2B_HUMAN,963,5,1.2721030446302293,67.2025439448812,moderate,906.5775128820784,712.6604379319972,-28.895284701101332,11.943100520575404,0.938497561685302,0.6897557916495645,2.522712972681439,soluble,True
A4D1Z8,GRIFN_HUMAN,144,5,1.2720839362001133,67.1937108029326,moderate,711.2914193509524,559.1544701636623,-117.15443279293856,9.615592401240216,0.6416613641598135,0.4549447826220414,4.8957590358318965,soluble,True
Q96BP3,PPWD1_HUMAN,646,5,1.2720727231802391,67.18487766098401,moderate,815.818455469039,641.3300439523489,-78.22877226767605,11.644121299798805,0.806169716496653,0.6266937180706561,4.046384700660642,soluble,True
Q86V21,AACS_HUMAN,672,5,1.2720435290266416,67.17604451903541,moderate,827.7110957654418,650.6940028990424,-69.73381277886972,11.866055395216824,0.8450136220220077,0.6403447380709107,4.265727568803382,soluble,True
A8MT65,ZN891_HUMAN,544,5,1.272013020340213,67.16721137708683,moderate,948.4469823484928,745.6267877616134,67.72911778004084,11.688878502091994,0.9267478964078824,0.7217159885484518,2.4525730451255576,soluble,True
Q9Y468,LMBL1_HUMAN,840,5,1.27196474906433,67.15837823513824,moderate,914.3784093975788,718.870872851573,-5.020744365048245,11.817700721933422,0.8292852487356548,0.6927017946366056,2.5427546278425712,soluble,True
O95125,ZN202_HUMAN,648,5,1.2719625293231918,67.14954509318964,moderate,872.9325512813757,686.2879457184868,-21.37603651746213,11.605418880417885,0.8728800610226402,0.6620623160678468,3.158025750698706,soluble,True
P68032,ACTC_HUMAN,377,5,1.271962109903226,67.14071195124106,moderate,776.416969926617,610.4088823718316,-82.47732945458085,11.710058624183446,0.7915544771059991,0.5746483043720659,5.096711348282197,soluble,True
Q5T5X7,BEND3_HUMAN,828,5,1.2719282321660612,67.13187880929247,moderate,880.5419711616734,692.2890371423401,-37.289022228216936,12.33325719330122,0.833001526308495,0.6747563595299139,2.8197309023696557,soluble,True
Q8TCX1,DC2L1_HUMAN,351,5,1.2719231137268865,67.12304566734387,moderate,824.395461772823,648.1488172315495,-31.101156800778423,11.12457092338853,0.7776024832725594,0.6143068546861328,3.3456875705430327,soluble,True
Q9BQ39,DDX50_HUMAN,737,5,1.271912251483269,67.11421252539527,moderate,879.5287224602919,691.501101143839,-26.41038810301086,11.67569142428036,0.8450888849611391,0.6799895111657144,3.439463341158986,soluble,True
Q4G0W2,DUS28_HUMAN,176,5,1.2718990741327996,67.10537938344669,moderate,745.4664517814944,586.1050353295469,-87.1611613563615,9.718021069783278,0.6592357953145553,0.4830525041607752,4.171362723260539,soluble,True
P55884,EIF3B_HUMAN,814,5,1.2718695851066484,67.0965462414981,moderate,893.4568833889082,702.4752331920246,-22.544589566122458,11.402326341146884,0.8649080941581624,0.6843169849822028,3.120836086579426,soluble,True
P52790,HXK3_HUMAN,923,5,1.2718674997532358,67.0877130995495,moderate,823.1421124314727,647.1917181545284,-107.10348390925084,11.989024091439717,0.8356380656961312,0.6520844808784267,3.5937445301310427,soluble,True
Q8N5J2,MINY1_HUMAN,469,5,1.2718585208681774,67.07887995760092,moderate,840.9846473400104,661.2249975450712,-29.93221489883649,11.35879856313292,0.8495792113865228,0.635233395735078,2.4741012877814534,soluble,True
Q8IV63,VRK3_HUMAN,474,5,1.2718037909042372,67.07004681565233,moderate,810.0973802864743,636.9672634087943,-61.47288210767954,11.954762499238262,0.7759590582395077,0.6065570573921929,3.0193945387311416,soluble,True
Q8IXY8,PPIL6_HUMAN,311,5,1.2718022892610144,67.06121367370373,moderate,816.8103781953445,642.2463499957084,-33.45903913580071,11.012471245208648,0.7923843912091937,0.6203428218889242,2.7464227988222123,soluble,True
Q7Z6L1,TCPR1_HUMAN,1165,5,1.27179133596724,67.05238053175513,moderate,880.3011394117892,692.1741912489275,-81.56902444579373,11.946394027923512,0.8277716863504837,0.6970080947311947,3.6021280753484146,soluble,True
Q6ZQY2,LR74B_HUMAN,392,5,1.2717833786912751,67.04354738980656,moderate,796.4763799133473,626.2673292142621,-64.37811993377159,11.734757941412605,0.7876203758089961,0.57518875735918,2.9438782618377317,soluble,True
P42685,FRK_HUMAN,505,5,1.2717670562979684,67.03471424785796,moderate,815.6949800786126,641.3870968255587,-59.92636327844468,10.643861412559032,0.8050109315462363,0.6169470418517622,3.1949790623422016,soluble,True
A6NC57,ANR62_HUMAN,917,5,1.2717297079858507,67.02588110590936,moderate,1128.6253125050384,887.4726330733196,199.16379635068336,12.420867319807243,0.8921851548406312,0.78787678142457,4.64326191677249,soluble,True
A4D1U4,DEN11_HUMAN,455,5,1.2716666005416035,67.01704796396079,moderate,820.6045135283466,645.2984714527997,-48.4828282756406,12.040821764687918,0.8054144296187499,0.6171588961630449,3.6504000852276137,soluble,True
Q86Y37,CACL1_HUMAN,369,5,1.271664738775265,67.00821482201219,moderate,868.3450152075325,682.8411520182278,10.496156074825876,11.135848688751445,0.8714271286367689,0.6566890552327158,2.3952191154886204,soluble,True
Q9NPJ6,MED4_HUMAN,270,5,1.2716609972536648,66.99938168006359,moderate,1046.325745137018,822.8024193518851,201.41420907939028,11.676729307311392,0.8992553680552107,0.7468677099328752,1.8964902314622127,soluble,True
P09661,RU2A_HUMAN,255,5,1.2716479674442769,66.99054853811501,moderate,815.2416134683448,641.0906432741158,-27.70972212336187,10.998143010346116,0.7892941333532301,0.5803864668631343,2.892689015639421,soluble,True
Q9NWZ3,IRAK4_HUMAN,460,5,1.27157477135002,66.98171539616642,moderate,809.7077786289115,636.775592651921,-60.0329633303827,11.711881492499508,0.8203076080008411,0.6182858992279187,3.3389226270943353,soluble,True
Q7Z7K6,CENPV_HUMAN,275,5,1.271573419669913,66.97288225421782,moderate,812.1816966483686,638.7218261120389,-33.38323956456611,10.8727339722279,0.8374172985775116,0.5905504188740187,2.584945118760054,soluble,True
Q496Y0,LONF3_HUMAN,759,5,1.2715235712208517,66.96404911226924,moderate,879.0417849309358,691.3295237505141,-29.77228631571768,11.571127524917944,0.8167132065109175,0.6790686376890755,3.1826462640846698,soluble,True
